"Player.id","Player.name","Team.ID","Team.Name","total_shots","On Target","Blocked","Left","From outside the Penalty Area","GK Save","Right","Off Target","Offensive Action","Goal","Promising Action","From inside the Penalty Area","Deflected","Corner","Big Chance","Direct Free Kick","Headed Shot","Post","Other"
17396,"Florian Grillitsch",510,"Austria",5,4,1,0,4,2,4,1,0,0,0,1,1,0,0,0,1,0,0
17397,"Stefan Posch",510,"Austria",6,5,2,1,4,3,4,1,0,0,2,2,1,0,0,0,1,0,0
17403,"Jaka Bijol",516,"Slovenia",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
17412,"Michel Aebischer",418,"Switzerland",2,1,0,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0
17563,"Mert Muldur",579,"Turkiye",4,3,1,1,1,1,3,0,1,1,1,3,0,0,1,0,0,0,0
17694,"Dodi Lukebakio",428,"Belgium",2,1,0,2,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0
17790,"Ferran Torres Garcia",2,"Spain",5,2,0,1,0,0,2,3,0,1,3,5,1,0,2,0,2,0,0
17859,"Cody Gakpo",411,"Netherlands",14,7,0,1,4,5,13,6,1,3,3,10,3,0,2,0,0,0,0
17924,"Lewis Morgan",462,"Scotland",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17928,"Jules Kounde'",423,"France",1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
17930,"Aurelien Tchouameni",423,"France",12,6,3,0,9,2,10,6,0,0,1,3,2,0,0,0,2,0,0
18555,"Razvan Marin",486,"Romania",5,2,0,0,5,1,5,3,0,1,0,0,0,0,0,1,0,0,0
18562,"Jonas Wind",322,"Denmark",5,1,0,1,1,1,2,4,0,0,3,4,2,0,0,0,2,0,0
18698,"Bukayo Saka",16,"England",9,5,4,7,4,0,1,3,1,1,3,5,0,0,0,0,1,0,0
18841,"Pedro Lomba Neto",427,"Portugal",1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
19107,"Merih Demiral",579,"Turkiye",3,2,0,1,0,0,0,1,0,2,0,3,0,0,0,0,2,0,0
19385,"Zan Celar",516,"Slovenia",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19437,"Lovro Majer",4,"Croatia",2,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,1,0,0
19509,"Michael Gregoritsch",510,"Austria",3,2,0,1,0,1,0,1,0,1,1,3,0,0,1,0,2,0,0
19519,"Okay Yokuslu",579,"Turkiye",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19571,"Denis Dragus",486,"Romania",5,3,1,1,1,1,4,2,0,1,2,4,0,0,1,0,0,0,0
19590,"Andrei Ratiu",486,"Romania",3,3,0,0,1,3,3,0,0,0,2,2,0,0,0,0,0,0,0
19990,"Giacomo Raspadori",1,"Italy",1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
20214,"Marcus Thuram",423,"France",10,3,1,2,3,2,5,7,0,0,3,7,0,0,2,0,3,0,0
20250,"Joakim Maehle",322,"Denmark",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
20254,"Andreas Skov Olsen",322,"Denmark",1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
20278,"Jakub Piotrowski",488,"Poland",1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
20280,"Sebastian Szymanski",488,"Poland",1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
20285,"Karol Swiderski",488,"Poland",2,2,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
20287,"Philipp Lienhart",510,"Austria",2,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0
20289,"Christoph Baumgartner",510,"Austria",8,4,1,2,2,2,3,4,0,1,3,6,0,0,2,0,3,0,0
20888,"Jerdy Schouten",411,"Netherlands",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20891,"Andras Schafer",487,"Hungary",2,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
20900,"Rafael Leao",427,"Portugal",2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
20912,"Ferdi Kadioglu",579,"Turkiye",2,1,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0
20932,"Nico Schlotterbeck",11,"Germany",2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,2,0,0
21422,"Lukas Provod",263,"Czechia",3,3,0,1,3,2,2,0,0,1,0,0,1,0,0,0,0,0,0
21437,"Mehmet Zeki Celik",579,"Turkiye",1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
21439,"Yusuf Yazici",579,"Turkiye",3,3,1,2,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0
21539,"Andrei Burca",486,"Romania",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
21550,"Orkun Kokcu",579,"Turkiye",4,4,2,0,3,2,4,0,0,0,0,1,0,0,0,0,0,0,0
21566,"Romano Schmid",510,"Austria",1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
21574,"Eduardo Camavinga",423,"France",2,0,0,1,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0
22931,"Declan Rice",16,"England",8,5,2,0,5,3,6,3,0,0,1,3,0,0,0,0,2,1,0
23166,"Robert Bozenik",475,"Slovakia",3,2,1,0,1,1,3,1,0,0,1,2,0,0,0,0,0,0,0
23248,"Radu Dragusin",486,"Romania",2,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
23349,"Giorgi Chakvetadze",461,"Georgia",1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
23370,"Marc Cucurella Saseta",2,"Spain",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23809,"Gernot Trauner",510,"Austria",1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
23830,"Florian Wirtz",11,"Germany",9,3,0,2,4,1,7,5,1,2,2,5,1,0,1,0,0,0,0
23839,"Daniel Olmo Carvajal",2,"Spain",16,12,5,2,8,4,14,3,1,3,3,8,2,0,2,0,0,0,0
23908,"Adam Gnezda Cerin",516,"Slovenia",4,1,0,1,3,1,2,3,0,0,0,1,0,0,1,0,1,0,0
23932,"Ruben Vargas",418,"Switzerland",5,4,0,1,0,3,4,1,0,1,0,5,0,0,1,0,0,0,0
23936,"Jakub Moder",488,"Poland",2,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
23948,"Ivan Ilic",467,"Serbia",2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23953,"Mikkel Damsgaard",322,"Denmark",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24403,"Tomas Holes",263,"Czechia",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24459,"Valentin Mihaila",486,"Romania",4,1,1,1,3,0,3,3,0,0,1,1,0,0,0,0,0,0,0
24532,"Jude Bellingham",16,"England",6,4,1,2,1,1,2,1,1,2,2,5,0,0,0,0,2,0,0
24564,"Jeremy Doku",428,"Belgium",5,4,3,4,2,1,1,1,0,0,2,3,0,0,0,0,0,0,0
24582,"Georgiy Sudakov",577,"Ukraine",9,5,1,1,7,4,8,4,0,0,1,2,2,0,1,2,0,0,0
24662,"Pedro Gonzalez Lopez",2,"Spain",6,4,0,3,3,4,2,2,0,0,1,3,0,0,2,0,1,0,0
24663,"Fabian Rieder",418,"Switzerland",2,1,0,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0
24664,"Vincent Sierro",418,"Switzerland",1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24667,"Cole Palmer",16,"England",4,2,0,4,2,1,0,1,1,1,1,2,0,0,0,0,0,0,0
24707,"Jamal Musiala",11,"Germany",12,5,0,1,6,2,11,6,1,3,2,6,4,0,2,0,0,0,0
24777,"Ladislav Krejci",263,"Czechia",4,2,0,1,1,1,1,2,0,0,0,3,2,0,0,0,2,0,0
24782,"Adam Hlozek",263,"Czechia",4,4,0,2,2,4,2,0,0,0,1,2,1,0,1,0,0,0,0
24795,"Ayoze Perez Gutierrez",2,"Spain",3,2,0,1,0,2,2,1,0,0,1,3,1,0,1,0,0,0,0
24807,"Jeremie Frimpong",411,"Netherlands",2,2,1,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0
24817,"Dan Ndoye",418,"Switzerland",13,5,3,3,4,1,10,8,0,1,1,9,1,0,3,0,0,0,0
24818,"Ondrej Lingr",263,"Czechia",3,1,0,0,1,1,1,2,0,0,2,2,0,0,0,0,2,1,0
24827,"Robin Aime Robert Le Normand",2,"Spain",3,1,1,0,0,0,1,2,0,0,2,3,0,0,0,0,2,0,0
24902,"Tijjani Reijnders",411,"Netherlands",9,2,2,0,7,0,9,7,0,0,3,2,2,0,0,0,0,0,0
24936,"Luka Sucic",4,"Croatia",4,4,1,3,1,3,1,0,0,0,2,3,0,0,1,0,0,0,0
24959,"Billy Gilmour",462,"Scotland",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25068,"Pavel Sulc",263,"Czechia",1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
25074,"Josko Gvardiol",4,"Croatia",2,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
25095,"Timi Max Elsnik",516,"Slovenia",3,1,1,2,1,0,1,2,0,0,0,2,0,0,2,0,0,1,0
25117,"David Raum",11,"Germany",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25136,"Vitor Machado Ferreira",427,"Portugal",8,5,2,1,5,3,7,3,0,0,1,3,3,0,1,0,0,0,0
25144,"Bendeguz Bolla",487,"Hungary",2,2,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0
25333,"Kristjan Asllani",463,"Albania",8,4,1,3,7,3,5,4,0,0,0,1,2,0,1,1,0,0,0
25397,"Morten Hjulmand",322,"Denmark",5,2,0,1,5,1,4,3,0,1,0,0,1,0,0,0,0,0,0
25459,"Francisco Fernandes Da Conceicao",427,"Portugal",6,1,0,6,0,0,0,4,1,1,1,6,1,0,1,0,0,0,0
25535,"Alexander Bah",322,"Denmark",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
25673,"Marc Guehi",16,"England",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25678,"Eberechi Eze",16,"England",1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
25704,"Randal Kolo Muani",423,"France",2,1,0,0,0,0,1,1,0,1,1,2,1,0,1,0,1,0,0
25752,"Nuno Alexandre Tavares Mendes",427,"Portugal",3,2,0,1,1,2,1,1,0,0,1,2,0,0,0,0,1,0,0
25840,"Oleksandr Tymchyk",577,"Ukraine",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
26256,"Nicola Zalewski",488,"Poland",3,1,0,0,1,1,3,2,0,0,0,2,0,0,1,0,0,0,0
26263,"Kacper Urbanski",488,"Poland",2,2,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
26326,"Zeki Amdouni",418,"Switzerland",2,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
26381,"Scott Mckenna",462,"Scotland",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
26385,"Che' Adams",462,"Scotland",2,1,0,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0
26390,"Ivan Schranz",475,"Slovakia",6,5,1,1,1,1,4,0,1,3,1,5,0,0,3,0,1,0,0
26395,"Kerem Akturkoglu",579,"Turkiye",5,2,0,0,1,1,4,3,0,1,3,4,1,0,1,0,1,0,0
26396,"Artem Dovbyk",577,"Ukraine",5,2,2,4,2,0,1,3,0,0,3,3,0,0,0,0,0,0,0
26403,"Qazim Laci",463,"Albania",2,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0,2,0,0
26406,"Taulant Seferi",463,"Albania",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26453,"Kenny Mclean",462,"Scotland",1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26454,"Ollie Watkins",16,"England",4,3,1,0,1,1,4,0,1,1,1,3,0,0,0,0,0,0,0
26642,"Lazar Samardzic",467,"Serbia",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26708,"Arthur Theate",428,"Belgium",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27212,"Antonio Joao Pereira De Albuquerque Tavares Da Silva",427,"Portugal",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
27368,"Jakub Kiwior",488,"Poland",2,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
27386,"Zuriko Davitashvili",461,"Georgia",2,1,0,1,0,0,1,1,0,0,2,2,1,0,0,0,0,0,0
27391,"Otar Kakabadze",461,"Georgia",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27393,"Georges Mikautadze",461,"Georgia",6,2,1,0,1,0,6,3,1,1,2,5,0,0,2,0,0,0,0
27419,"Veljko Birmancevic",467,"Serbia",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27428,"Josip Stanisic",4,"Croatia",1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
27431,"Amadou Onana",428,"Belgium",3,1,0,0,1,1,1,2,0,0,2,2,0,0,0,0,2,0,0
27995,"Benjamin Sesko",516,"Slovenia",8,4,0,1,5,4,6,4,0,0,2,3,0,0,1,0,1,1,0
27998,"David Strelec",475,"Slovakia",6,2,0,4,2,1,2,4,0,0,3,4,1,0,1,0,0,0,0
28011,"Mykhaylo Mudryk",577,"Ukraine",6,3,2,2,2,1,4,3,0,0,3,4,0,0,0,0,0,1,0
29786,"Baris Alper Yilmaz",579,"Turkiye",3,3,1,2,1,2,1,0,0,0,3,2,0,0,0,0,0,0,0
30184,"William Saliba",423,"France",2,0,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
30189,"Josip Sutalo",4,"Croatia",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
30850,"Youssouf Fofana",423,"France",1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30865,"Robert Andrich",11,"Germany",7,3,0,0,5,2,6,4,0,0,2,2,2,0,0,0,1,0,0
30898,"Zan Karnicnik",516,"Slovenia",4,1,0,0,2,0,4,2,1,1,0,2,0,0,1,0,0,0,0
31264,"Kenan Yildiz",579,"Turkiye",10,6,3,2,4,3,8,4,0,0,2,6,1,0,0,0,0,0,0
31347,"Khvicha Kvaratskhelia",461,"Georgia",7,2,0,2,3,1,5,5,0,1,1,4,0,0,2,1,0,1,0
31404,"Lamine Yamal Nasraoui Ebana",2,"Spain",20,10,4,19,12,7,1,9,1,1,3,8,1,0,2,3,0,0,0
31879,"Marton Dardai",487,"Hungary",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
32072,"Johan Bakayoko",428,"Belgium",3,1,1,3,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0
32408,"Joey Veerman",411,"Netherlands",2,1,1,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
32536,"Bradley Barcola",423,"France",2,1,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0
34265,"Samet Akaydin",579,"Turkiye",2,1,0,0,0,0,0,1,0,1,1,2,0,0,1,0,2,0,0
34287,"Arda Guler",579,"Turkiye",7,2,0,6,7,0,1,5,0,1,0,0,1,0,0,1,0,1,0
34734,"Rasmus Hojlund",322,"Denmark",5,4,1,4,0,3,1,1,0,0,1,5,0,0,2,0,0,0,0
34988,"Armando Broja",463,"Albania",2,2,0,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0
35417,"Ivan Toney",16,"England",1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
35462,"Nicholas Williams Arthuer",2,"Spain",12,6,3,3,3,1,8,5,1,2,2,9,1,0,2,0,1,1,0
35499,"Abdulkerim Bardakci",579,"Turkiye",2,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0,1,0,0
36090,"Klaus Gjasula",463,"Albania",2,2,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
36107,"Ismail Yuksek",579,"Turkiye",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36154,"Patrick Wimmer",510,"Austria",4,4,1,0,2,3,3,0,0,0,1,2,0,0,0,0,1,0,0
36273,"Saba Lobjanidze",461,"Georgia",1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
36390,"Mario Mitaj",463,"Albania",1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36670,"Xavi Simons",411,"Netherlands",11,6,1,0,7,3,11,5,0,1,1,4,0,0,0,0,0,0,0
36874,"Matej Jurasek",263,"Czechia",4,3,1,2,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0
37707,"Joao Pedro Goncalves Neves",427,"Portugal",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38196,"Mateo Retegui",1,"Italy",4,1,0,2,1,2,1,3,0,0,1,3,3,0,0,0,1,0,0
38393,"Volodymyr Brazhko",577,"Ukraine",2,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
38941,"Jose' Luis Sanmartin Mato",2,"Spain",3,0,0,1,0,0,1,3,0,0,2,3,0,0,0,0,1,0,0
39056,"Georgiy Tsitaishvili",461,"Georgia",3,2,0,3,0,2,0,1,0,0,2,3,0,0,1,0,0,0,0
42336,"Robin Hranac",263,"Czechia",2,1,1,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0
42398,"Anzor Mekvabishvili",461,"Georgia",2,1,0,0,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0
43194,"Pascal Gross",11,"Germany",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45952,"Kevin Csoboth",487,"Hungary",2,1,0,0,0,0,2,1,0,1,1,2,0,0,1,0,0,1,0
46129,"Jasir Asani",463,"Albania",3,1,0,3,2,1,0,2,0,0,0,1,1,0,0,0,0,0,0
46183,"Barnabas Varga",487,"Hungary",3,1,0,0,0,0,0,2,0,1,1,3,0,0,2,0,3,0,0
49237,"Fermin Lopez Martin",2,"Spain",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50302,"Medon Berisha",463,"Albania",1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
52959,"Kwadwo Duah",418,"Switzerland",5,4,0,1,1,2,4,0,1,1,1,4,1,0,2,0,0,0,0
53252,"Giorgi Kochorashvili",461,"Georgia",4,2,2,1,3,0,3,2,0,0,0,1,0,0,1,0,0,1,0
55250,"Semih Kilicsoy",579,"Turkiye",1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
57447,"Arber Hoxha",463,"Albania",2,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0
58342,"Chris Jan Fuhrich",11,"Germany",1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
58426,"Kobbie Boateng Mainoo",16,"England",5,1,1,0,4,0,5,4,0,0,1,1,3,0,0,0,0,0,0
59411,"Erik Janza",516,"Slovenia",3,2,1,3,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0
60006,"Mojmir Chytil",263,"Czechia",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
60731,"David Jurasek",263,"Czechia",3,2,0,2,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
70041,"Mirlind Daku",463,"Albania",1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
